N°,Date,Name,Type,Cause,Material,Collapse,Status,Country,Region,Sub-region,,,,,
1116,1891,Norwood Junction,Beam,Overloading,Steel,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
1117,1845,Yarmouth,Suspension,Overloading,Not defined,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
1118,1898,Blackwall,Truss,Overloading,Steel,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
1119,1978,Bristol,Suspension,Overloading,Reinforced concrete,Partial,Operational,United Kingdom,Europe,Northern Europe,,,,,
1120,1977,Pushkino,Beam,Overloading,Not defined,Total,Operational,Russia,Europe,North Asia/ Eastern Europe,,,,,
1121,2022,Ovčar Banja,Suspension,Overloading,Not defined,Total,Operational,Serbia,Europe,North Asia/ Eastern Europe,,,,,
1122,1968,Titograd,Suspension,Overloading,Not defined,Total,Operational,Serbia,Europe,Southern Europe ,,,,,
1123,1891,Münchenstein,Truss,Overloading,Steel,Total,Operational,Switzerland,Europe,Western and Central Europe ,,,,,
1124,1852,Peney,Suspension,Overloading,Not defined,Total,Construction,Switzerland,Europe,Western and Central Europe ,,,,,
1125,No date,no definido,Beam,Overloading,Steel,Partial,Operational,Turkye,Europe/Asia,Western and Central Europe,,,,,
1126,No date,no definido,Beam,Overloading,Steel,Partial,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
1127,No date,no definido,Beam,Overloading,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
1128,No date,no definido,Beam,Overloading,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
1129,No date,no definido,Beam,Overloading,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
1130,No date,no definido,Beam,Overloading,Reinforced concrete,Partial,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
1131,No date,no definido,Beam,Overloading,Reinforced concrete,Partial,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
1132,No date,no definido,Arch,Overloading,Reinforced concrete,Partial,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
1133,2013,Washington,Truss,Overloading,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1134,2000,North Carolina,Beam,Overloading,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1135,2024,Maine,Not defined,Overloading,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1136,1973,New York,Beam,Overloading,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1137,2000,Wisconsin,Beam,Overloading,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1138,1855,Missouri,Trestle,Overloading,Wood,Partial,Construction,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1139,1976,Kentucky,Not defined,Overloading,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1140,2004,Kansas,Not defined,Overloading,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1141,1893,Massachusetts,Truss,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1142,1965,Missouri,Suspension,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1143,1986,New York,Beam,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1144,2019,Arkansas,Truss,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1145,1937,Colorado,Truss,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1146,1979,Kentucky,Truss,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1147,1979,Indiana,Truss,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1148,2000,North Carolina,Suspension,Overloading,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1149,1873,Illinois,Truss,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1150,1876,Ohio,Truss,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1151,1893,Pennsylvania,Truss,Overloading,Steel,Total,Construction,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1152,1858,New York,Trestle,Overloading,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1153,1989,Arkansas,Suspension,Overloading,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1154,2007,Washington,Not defined,Overloading,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1155,2025,Oregon,Beam,Overloading,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1156,1947,California,Not defined,Overloading,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1157,2004,Arkansas,Not defined,Overloading,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1158,1913,Rega,Arch,Design error,Reinforced concrete,Total,Operational,Germany,Europe,Western and Central Europe ,,,,,
1159,1913,Prerow,Truss,Design error,Steel,Total,Operational,Germany,Europe,Western and Central Europe ,,,,,
1160,1925,Aller,Arch,Design error,Reinforced concrete,Partial,Operational,Germany,Europe,Western and Central Europe ,,,,,
1161,1913,River Rega Bridge,Truss,Design error,Reinforced concrete,Total,Operational,Germany,Europe,Western and Central Europe ,,,,,
1162,No date,Elbe River Bridge,Arch,Design error,Steel,Partial,Operational,Germany,Europe,Western and Central Europe ,,,,,
1163,1995,Puente Marcial Candioti Bridge,Suspension,Design error,Steel,Partial,Operational,Argentina,Central /SouthAmerica,Western and Central Europe ,,,,,
1164,1982,Traun,Truss,Design error,Steel,Partial,Operational,Austria,Europe,South-Eastern South America,,,,,
1165,1990,Kufstein,Beam,Design error,Reinforced concrete,Partial,Operational,Austria,Europe,Western and Central Europe,,,,,
1166,No date,Motorway bridge nr.,Beam,Design error,Reinforced concrete,Partial,Operational,Austria,Europe,Western and Central Europe,,,,,
1167,1966,Nette,Not defined,Design error,Not defined,Total,Operational,Belgium,Europe,Western and Central Europe,,,,,
1168,2013,CPR Bonnybrook,Truss,Design error,Steel,Partial,Operational,Canada,North America,Canada Ontario/ Canada British Columbia/ Canada Prairies/ Canada Québec/ Canada Western Arctic/ Canada Eastern Arctic/ Canada Atlantic,,,,,
1169,1963,Beaver Dam Bridge,Beam,Design error,Reinforced concrete,Total,Operational,Canada,North America,Canada Ontario/ Canada British Columbia/ Canada Prairies/ Canada Québec/ Canada Western Arctic/ Canada Eastern Arctic/ Canada Atlantic,,,,,
1170,2004,Loncomilla,Beam,Design error,Reinforced concrete,Partial,Operational,Chile,Central /SouthAmerica, Southern South America,,,,,
1171,2018,Cancura,Not defined,Design error,Reinforced concrete,Partial,Operational,Chile,Central /SouthAmerica, Southern South America,,,,,
1172,1986,Cobaria,Not defined,Design error,Not defined,Partial,Operational,Colombia,Central /SouthAmerica, Southern South America,,,,,
1173,1994,El Secreto,Not defined,Design error,Steel,Total,Operational,Colombia,Central /SouthAmerica,Northern South America,,,,,
1174,1994,Guillermo Leon Valencia,Not defined,Design error,Steel,Partial,Operational,Colombia,Central /SouthAmerica,Northern South America,,,,,
1175,1994,Barranca de Upia,Not defined,Design error,Reinforced concrete,Total,Operational,Colombia,Central /SouthAmerica,Northern South America,,,,,
1176,1994,Rio Casanare,Not defined,Design error,Reinforced concrete,Total,Operational,Colombia,Central /SouthAmerica,Northern South America,,,,,
1177,1994,Rio Carare,Not defined,Design error,Reinforced concrete,Total,Operational,Colombia,Central /SouthAmerica,Northern South America,,,,,
1178,1994,Rio Pato,Not defined,Design error,Reinforced concrete,Total,Operational,Colombia,Central /SouthAmerica,Northern South America,,,,,
1179,1994,El Guajiro,Not defined,Design error,Reinforced concrete,Total,Construction,Colombia,Central /SouthAmerica,Northern South America,,,,,
1180,1996,Sabandija,Not defined,Design error,Steel,Total,Operational,Colombia,Central /SouthAmerica,Northern South America,,,,,
1181,1996,Jorge Gaitan Duran,Not defined,Design error,Steel,Total,Operational,Colombia,Central /SouthAmerica,Northern South America,,,,,
1182,1999,La Gomez,Not defined,Design error,Reinforced concrete,Partial,Construction,Colombia,Central /SouthAmerica,Northern South America,,,,,
1183,2000,Guaduas-Cabezas,Not defined,Design error,Not defined,Partial,Operational,Colombia,Central /SouthAmerica,Northern South America,,,,,
1184,2000,Tobasia,Not defined,Design error,Not defined,Total,Operational,Colombia,Central /SouthAmerica,Northern South America,,,,,
1185,2000,Unete,Not defined,Design error,Reinforced concrete,Total,Operational,Colombia,Central /SouthAmerica,Northern South America,,,,,
1186,2004,Banadia,Not defined,Design error,Reinforced concrete,Total,Operational,Colombia,Central /SouthAmerica,Northern South America,,,,,
1187,2009,Sava Bridge,Beam,Design error,Steel,Total,Operational,Croatia,Europe,Northern South America,,,,,
1188,2014,Bolivar,Not defined,Design error,Concrete,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
1189,2015,Guayas,Not defined,Design error,Concrete,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
1190,2015,Los Rios,Not defined,Design error,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
1191,2016,Chimborazo,Not defined,Design error,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
1192,2017,Pichincha,Not defined,Design error,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
1193,2018,Pichincha,Not defined,Design error,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
1194,2018,Zamora,Not defined,Design error,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
1195,2019,Manabi,Not defined,Design error,Wood,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
1196,2020,Napo,Not defined,Design error,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
1197,2021,Napo,Not defined,Design error,Steel,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
1198,2022,Azuay,Not defined,Design error,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
1199,2022,Guayas,Not defined,Design error,Concrete,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
1200,1850,Basse-Chaîne Bridge,Suspension,Design error,Steel,Total,Operational,France,Europe,Western and Central Europe,,,,,
1201,1852,Roche-Bernard,Suspension,Design error,Steel,Total,Operational,France,Europe,Western and Central Europe,,,,,
1202,2015,Plaka,Arch,Design error,Rock,Total,Operational,Greece,Europe,Southern Europe,,,,,
1203,2017,Kompsatos,Beam,Design error,Reinforced concrete,Partial,Operational,Greece,Europe,Southern Europe,,,,,
1204,1972,Katerini,Beam,Design error,Reinforced concrete,Partial,Operational,Greece,Europe,Southern Europe,,,,,
1205,2015,Plaka Bridge,Arch,Design error,Reinforced concrete,Total,Operational,Greece,Europe,Southern Europe,,,,,
1206,2009,Broadmeadow,Beam,Design error,Reinforced concrete,Partial,Operational,Ireland,Europe,Northern Europe,,,,,
1207,1982,Milan-Bologna,Arch,Design error,Rock,Partial,Operational,Italy,Europe,Southern Europe,,,,,
1208,1983,Milan-Bologna,Arch,Design error,Rock,Partial,Operational,Italy,Europe,Southern Europe,,,,,
1209,1984,Milan-Bologna,Arch,Design error,Rock,Partial,Operational,Italy,Europe,Southern Europe,,,,,
1210,2018,Morandi Bridge,Beam,Design error,Reinforced concrete,Total,Operational,Italy,Europe,Southern Europe,,,,,
1211,2023,Randklev,Truss,Design error,Steel,Total,Operational,Norway,Europe,Northern Europe,,,,,
1212,1953,Whangaehu River bridge,Arch,Design error,Steel,Total,Operational,New Zealand,Australasia,Australia and New Zealand,,,,,
1213,2001,Hintze Ribeiro,Beam,Design error,Steel,Total,Operational,Portugal,Europe,Southern Europe,,,,,
1214,2001,Duoro,Truss,Design error,Steel,Total,Operational,Portugal,Europe,Southern Europe,,,,,
1215,No date,Hintze Ribeiro disaster,Truss,Design error,Reinforced concrete,Partial,Operational,Portugal,Europe,Southern Europe,,,,,
1216,1968,Countess Wear,Arch,Design error,Steel,Partial,Operational,United Kingdom,Europe,Northern Europe,,,,,
1217,2009,RDG148,Arch,Design error,Brick,Partial,Operational,United Kingdom,Europe,Northern Europe,,,,,
1218,2019,Bishopsford,Arch,Design error,Reinforced concrete,Partial,Operational,United Kingdom,Europe,Northern Europe,,,,,
1219,1914,Carr,Arch,Design error,Brick,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
1220,1993,Forteviot,Truss,Design error,Reinforced concrete,Partial,Operational,United Kingdom,Europe,Northern Europe,,,,,
1221,1836,Brighton chain pier,Beam,Design error,Wood,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
1222,1817,Dryburgh Abbey chain,Suspension,Design error,Wood,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
1223,1926,Milcov,Arch,Design error,Reinforced concrete,Partial,Operational,Rumania,Europe,Eastern Europe ,,,,,
1224,1882,Osijeg,Truss,Design error,Not defined,Partial,Operational,Serbia,Europe,Western and Central Europe,,,,,
1225,1987,Wassen,Beam,Design error,Reinforced concrete,Partial,Operational,Switzerland,Europe,Western and Central Europe ,,,,,
1226,1974,Münchenstein Bridge,Truss,Design error,Steel,Partial,Operational,Switzerland,Europe,Western and Central Europe ,,,,,
1227,1987,Haderslis Bridge,Arch,Design error,Reinforced concrete,Total,Operational,Switzerland,Europe,Western and Central Europe ,,,,,
1228,2011,Carrabassett River Bridge,Beam,Design error,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1229,2017,Puente Río Abajo,Beam,Design error,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1230,1923,Allen Street Bridge (Old),Suspension,Design error,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1231,1933,Don Patricio Causeway,Beam,Design error,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1232,1945,Allenville Covered Bridge,Beam,Design error,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1233,1957,Waterworks Covered Bridge,Arch,Design error,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1234,1999,Bell Ford Covered Bridge,Beam,Design error,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1235,2011,Blenheim Bridge,Arch,Design error,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1236,2017,Puente Río Grande de Manatí,Beam,Design error,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1237,1938,Panther Creek Bridge,Beam,Design error,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1238,1989,Hatchie River Bridge,Beam,Design error,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1239,2016,Highway 13 bridge,Beam,Design error,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1240,1891,Ely Street Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1241,1900,Galveston Bay Wagon Bridge,Arch,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1242,1912,Fremont Wagon Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1243,1912,Newville Iron Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1244,1913,Main Street Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1245,1916,Carmi Bridge,Arch,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1246,1926,Okoboji Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1247,1936,McGregor Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1248,1949,Northport Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1249,1965,Melan Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1250,1972,White Wagon Bridge,Arch,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1251,1982,Hardy Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1252,1987,Schoharie Creek Bridge,Beam,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1253,1995,I-5 Coalinga Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1254,1996,Walnut Street Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1255,2005,L'Erable Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1256,2010,Popo Agie River Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1257,2010,Elkhorn River Bridge,Arch,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1258,2011,Elm River Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1259,2013,Big Bureau Creek Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1260,2017,Millville Road Bridge,Arch,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1261,2018,New Hope Through Truss Bridge,Arch,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1262,1854,Wheeling Bridge,Suspension,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1263,2017,Bartonsville Covered Bridge,Arch,Design error,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1264,1912,Lacey V. Murrow Memorial Bridge,Beam,Design error,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1265,1926,Rockaway River Bridge,Beam,Design error,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1266,1999,Hood Canal Bridge,Beam,Design error,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1267,2017,Garvin Brook Bridge,Truss,Design error,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1268,2018,Ankeny Luten Arch,Arch,Design error,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1269,1949,Kinzua Viaduct,Truss,Design error,Wood,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1270,No date,Bass Point Creek Trestle,Beam,Design error,Wood,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
