N°,Date,Name,Type,Cause,Material,Collapse,Status,Country,Region,Sub-region,,,,,
482,1986,Amarube,Not defined,Design error,Not defined,Partial,Operational,Japon,Asia,East Asia,,,,,
483,1879,Firth of Tay,Truss,Design error,Steel,Partial,Operational,United Kingdom,Europe,Northern Europe,,,,,
484,2018,Tay Bridge,Beam,Design error,Steel,Partial,Operational,United Kingdom,Europe,Northern Europe,,,,,
485,1996,Chain suspension bridge,Suspension,Design error,Steel,Partial,Operational,United Kingdom,Europe,Northern Europe,,,,,
486,1965,Bangs,Arch,Design error,Wood,Total,Construction,Switzerland,Europe,Western and Central Europe ,,,,,
487,1881,Tehama Bridge,Arch,Design error,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
488,1963,Hoskins Covered Bridge,Truss,Design error,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
489,2003,Kinzua Bridge,Arch,Design error,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
490,2006,Hoover Dam Bypass,Arch,Design error,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
491,1893,Big Four,Arch,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
492,1864,Lewiston-Queenstown suspension bridge,Suspension,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
493,1877,Omaha Railroad Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
494,1906,Utica Swing Bridge,Arch,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
495,1938,Honeymoon Bridge,Arch,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
496,1940,Tacoma Narrows Bridge,Suspension,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
497,1944,Chester Bridge,Arch,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
498,1946,Wailuku River Bridge,Arch,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
499,1952,Island Park Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
500,1967,Silver Bridge,Suspension,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
501,2004,Burr Oak Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
502,2018,44th Street Bridge,Beam,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
503,1980,Newcastle Bridge,Truss,Design error,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
504,2015,Hurricane Creek Bridge,Arch,Design error,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
505,No date,Elrod Bridge,Truss,Design error,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
506,1893,Kentucky,Truss,Design error,Steel,Partial,Construction,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
507,1854,West Virginia,Suspension,Design error,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
508,1979,Washington,Suspension,Design error,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
509,1940,Washington,Suspension,Design error,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
510,1944,Illinois,Truss,Design error,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
511,1956,Ohio,Not defined,Design error,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
512,2010,Guaiba,Beam,Construction deficiencies,Reinforced concrete,Partial,Operational,Brazil,North America,Northern South America/ South-Eastern South America,,,,,
513,1974,Zell am See,Suspension,Deterioration,Wood,Total,Operational,Austria,Europe,Western and Central Europe,,,,,
514,1976,Reichsbrücke,Beam,Deterioration,Reinforced concrete,Total,Operational,Austria,Europe,Western and Central Europe,,,,,
515,1976,Voralberg,Suspension,Deterioration,Wood,Total,Operational,Austria,Europe,Western and Central Europe,,,,,
516,2024,Juscelino de Oliveira,Beam,Deterioration,Reinforced concrete,Total,Operational,Brazil,Central /SouthAmerica,Northern South America/ South-Eastern South America,,,,,
517,2003,McBride,Trestle,Deterioration,Wood,Total,Operational,Canada,North America,Canada British Columbia/ Canada Prairies/ Canada Ontario/ Canada Québec/ Canada Atlantic/ Canada Western Arctic/ Canada Eastern Arctic,,,,,
518,2019,Nanfang´ao,Beam,Deterioration,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
519,1996,Purnio,Not defined,Deterioration,Reinforced concrete,Total,Construction,Colombia,Central /SouthAmerica,Northern South America,,,,,
520,2006,Pastaza,Not defined,Deterioration,Wood,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
521,2013,Zamora,Not defined,Deterioration,Steel,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
522,2014,Manabi,Not defined,Deterioration,Wood,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
523,2017,Manabi,Not defined,Deterioration,Steel,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
524,2019,Esmeraldas,Not defined,Deterioration,Steel,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
525,2021,Manabi,Not defined,Deterioration,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
526,2021,Morona Santiago,Not defined,Deterioration,Steel,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
527,2022,Guayas,Not defined,Deterioration,Steel,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
528,2022,Pastaza,Not defined,Deterioration,Steel,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
529,2003,Daman,Not defined,Deterioration,Not defined,Total,Operational,India,Asia,South Asia,,,,,
530,2011,Kutai Kartanegara,Suspension,Deterioration,Reinforced concrete,Total,Construction,Indonesia,Asia,Southeast Asia,,,,,
531,2016,Lecco,Beam,Deterioration,Reinforced concrete,Partial,Operational,Italy,Europe,Southern Europe ,,,,,
532,2018,Wukari-Jalingo road,Not defined,Deterioration,Reinforced concrete,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
533,2005,Nuhaka,Truss,Deterioration,Steel,Total,Operational,New Zealand,Australasia,Australia and New Zealand,,,,,
534,1952,Bury Knowsley,Beam,Deterioration,Wood,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
535,2024,Paninsky,Not defined,Deterioration,Reinforced concrete,Total,Operational,Russia,Europe,North Asia/ Eastern Europe,,,,,
536,1983,Connecticut,Not defined,Deterioration,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
537,2022,Pennsylvania,Beam,Deterioration,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
538,1980,Maracaibo,Beam,Deterioration,Reinforced concrete,Partial,Operational,Venezuela,Central /SouthAmerica,Northern South America,,,,,
539,2014,Rio Acaragua,Beam,Overloading,Reinforced concrete,Total,Operational,Argentina,Central /SouthAmerica,Southern South America,,,,,
540,2024,Sanhui,Arch,Overloading,Not defined,Partial,Operational,China,Asia,East Asia,,,,,
541,2025,Cabagan-Santa Maria,Arch,Overloading,Reinforced concrete,Partial,Operational,Philippines,Asia,Southeast Asia,,,,,
542,2001,Rio Kadalundi,Not defined,Overloading,Not defined,Total,Operational,India,Asia,South Asia,,,,,
543,2006,Bhagalpur,Not defined,Overloading,Reinforced concrete,Total,Operational,India,Asia,South Asia,,,,,
544,2016,Rio Savitri,Arch,Overloading,Rock,Partial,Operational,India,Asia,South Asia,,,,,
545,2017,Rio Sanvordem,Beam,Overloading,Steel,Partial,Operational,India,Asia,South Asia,,,,,
546,2018,Siliguri,Not defined,Overloading,Not defined,Partial,Operational,India,Asia,South Asia,,,,,
547,1882,Inverythan,Truss,Overloading,Steel,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
548,1891,Norwood Junction,Truss,Overloading,Steel,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
549,2017,B1187,Beam,Overloading,Reinforced concrete,Partial,Operational,South Africa,Africa,Southern Africa,,,,,
550,2007,Mississippi,Beam,Overloading,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
551,1920,Wisconsin,Truss,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
552,1912,Pennsylvania,Truss,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
553,1876,Ohio,Truss,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
554,1967,Ohio,Suspension,Overloading,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
555,1817,Grenzwald Bridge,Beam,Fire,Reinforced concrete,Partial,Operational,Germany,Europe,Western and Central Europe,,,,,
556,1825,Bill Williams Bridge,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
557,1833,Hedong Cable-Stayed,Beam,Fire,Steel,Partial,Operational,China,Asia,East Asia,,,,,
558,1836,Belle Isle,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
559,1850,Indianapolis,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
560,1852,Elkridge,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
561,1854,California Avenue Overpass,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
562,1864,Valdosta,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
563,1875,Charilaos Trikoupis Bridge,Beam,Fire,Steel,Partial,Operational,Greece,Europe,Southern Europe,,,,,
564,1875,M4 Sudáfrica,Beam,Fire,Reinforced concrete,Partial,Operational,South Africa,Africa,Southern Africa,,,,,
565,1875,Portageville Railroad Bridge,Truss,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
566,1875,New York,Beam,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
567,1881,Autobahn 57,Beam,Fire,Reinforced concrete,Partial,Operational,Germany,Europe,Western Europe,,,,,
568,1881,Morelos,Not defined,Fire,Not defined,Total,Operational,Mexico,North America,Mexico Northwest/ Mexico North/ Mexico Northeast/ Mexico Southeast/ Mexico Southwest/ Mexico Veracruz/ Mexico Centre,,,,,
569,1884,Zakim Bridge,Beam,Fire,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
570,1887,Illinois,Truss,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
